Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
08.01.2023;03:00;04:00;4,16;29,8;3,14;4,16;4,16;4,16;3,46;4,29;80,01;67,02;4,16;114,05;39,15;-;150;58,55;60,03
08.01.2023;04:00;05:00;5,58;32,41;-1,45;5,58;5,58;4,16;2,8;5,76;99,91;68,38;5,58;110;50,25;-;152,63;72,82;76,18
08.01.2023;05:00;06:00;9,92;35,63;4,09;9,92;9,92;4,16;5,08;10,24;105,53;69,52;9,92;113,74;49,78;-;154,21;69,67;73,39
08.01.2023;06:00;07:00;9,02;38,19;8,11;9,02;9,02;10,63;9,02;9,31;107,02;74,91;9,02;118,62;55,4;-;165;77,09;81,64
08.01.2023;07:00;08:00;16,47;45,35;13,58;16,47;16,47;16,47;16,47;16,99;115,01;82,59;16,47;125,45;62,86;-;170,5;85,05;90,82
08.01.2023;08:00;09:00;49,42;64,27;50;49,42;27,08;51,04;50,23;51,18;112,09;84,34;27,08;125,49;79,01;-;170,5;92,98;95,71
08.01.2023;09:00;10:00;82,8;84,22;82,57;82,8;29,08;83,31;83,02;85,28;114,04;95,76;29,08;143,95;97,55;-;170,14;104,49;105,82
08.01.2023;10:00;11:00;93,7;90,72;93,78;93,7;35,22;93,99;93,88;96,7;112,04;98,53;35,22;142,5;102,4;-;165;105,97;106,83
08.01.2023;11:00;12:00;103,87;99,16;103,87;103,87;70,19;103,87;103,87;106,34;103,87;102,04;47;141,96;103,87;-;150;103,87;103,87
08.01.2023;12:00;13:00;101,69;95,65;101,69;101,69;49,08;101,69;101,69;104,94;101,69;99,86;47;141,14;101,69;-;160;101,69;101,69
08.01.2023;13:00;14:00;99;94,18;99;99;65,13;99;99;102,17;99;98,29;48,96;127,44;99;-;152,4;99;99
08.01.2023;14:00;15:00;104,29;97,8;104,29;104,29;62,19;104,29;104,29;107,53;104,29;98,85;54,91;126,62;104,29;-;165;104,29;104,29
08.01.2023;15:00;16:00;103,64;99,39;100;103,64;63,49;97,89;103,33;106,95;112,01;100,57;63,49;133,98;107,91;-;177,38;109,2;110,12
08.01.2023;16:00;17:00;109,11;109,17;100,89;109,11;86,29;96,2;108,43;112,02;143,32;106,85;66,11;146,08;125,6;-;176,99;132,26;135,03
08.01.2023;17:00;18:00;118,04;120,57;116;118,04;118,04;115,64;118,72;118,04;151,96;108,47;69,19;158,2;133,98;-;178,19;141,74;143,54
08.01.2023;18:00;19:00;122,61;120,68;122,55;122,61;122,61;122,61;122,76;119,12;134,3;107,17;69,91;156;127,83;-;181,87;131,16;133
08.01.2023;19:00;20:00;109,11;108,76;109,32;109,11;65,62;109,66;109,44;112,6;133,98;106,11;65,62;155,2;119,68;-;185,48;127,68;133,66
08.01.2023;20:00;21:00;103,93;104,85;104,23;103,93;60,98;104,68;104,41;107,26;138,88;106,64;60,98;141,33;120;-;180,56;128,24;129,83
08.01.2023;21:00;22:00;98,43;98,53;98,6;98,43;60,31;98,87;98,65;101,58;115,03;105,27;57,41;143,66;106,05;-;170,5;109,98;110,74
08.01.2023;22:00;23:00;99,37;95,7;99,34;99,37;69,4;99,35;99,38;102,34;101,29;100,15;50,02;131,8;100,24;-;149,81;100,69;100,79
08.01.2023;23:00;00:00;81,34;79,28;81,29;81,34;48,89;81,27;81,34;84,03;81,58;91,42;46,29;113,3;81,35;-;146;81,58;81,26
09.01.2023;00:00;01:00;75,13;78,54;75,13;75,13;75,13;75,13;75,13;77,61;75,13;95,39;69,04;96,03;75,13;-;164,67;75,13;75,13
09.01.2023;01:00;02:00;64,38;68,93;64,38;64,38;64,38;64,38;64,38;71,91;64,38;93,81;64,38;77,52;64,38;-;150;64,38;64,38
09.01.2023;02:00;03:00;60,28;62,76;60,28;60,28;60,28;60,28;60,28;62,27;60,28;90,82;60,28;55,08;60,28;-;111;60,28;60,28
09.01.2023;03:00;04:00;39,41;45,79;39,41;39,41;39,41;39,41;39,41;49,09;39,41;93,83;39,41;45,51;39,41;-;85;39,41;39,41
09.01.2023;04:00;05:00;47,25;53,01;30;47,25;47,34;35,94;43,12;74;59,68;91,97;47,34;57,28;49,2;-;73,71;50,1;50,78
09.01.2023;05:00;06:00;69,07;77,36;43,99;69,07;68,99;43,99;69,07;93,37;103,97;95,77;68,99;118,47;75,26;-;111;78,47;79,86
09.01.2023;06:00;07:00;107,13;113,46;86,34;107,13;107,13;85,26;107,13;110,35;140,55;149,57;104,56;136,67;113,36;-;140,55;122,22;122,13
09.01.2023;07:00;08:00;160;159,14;160;160;160;160,32;160;128,36;170;168,4;156,16;162,31;164,96;-;185,78;169,61;169,61
09.01.2023;08:00;09:00;180;176,19;180;180;180;180;180;147,32;180;180;175,68;175,08;180;-;195;180;180
09.01.2023;09:00;10:00;177,14;175,47;177,19;177,14;177,14;177,27;177,16;161,06;179,3;180,12;172,89;172,54;178,4;-;193,39;179,27;179,4
09.01.2023;10:00;11:00;159,07;162,37;159,22;159,07;159,07;159,56;159,13;154,14;172;176,46;155,25;166,07;166,12;-;187,46;169,54;171,85
09.01.2023;11:00;12:00;160,57;165,12;160,78;160,57;160,57;161,21;160,78;155,31;179,39;178,87;156,71;172,17;169,99;-;181,14;177,41;177,53
09.01.2023;12:00;13:00;140,56;150,74;139,57;140,56;140,56;140,56;141;136,49;176,94;182,71;137,19;163,42;159,15;-;173,16;169,64;173,67
09.01.2023;13:00;14:00;137,67;149,34;135;137,67;137,67;135,87;142,07;133,96;175,91;189,11;134,37;162,35;158,72;-;173,77;168,04;174,54
09.01.2023;14:00;15:00;143,57;151,22;137,1;143,57;143,57;136,58;138,97;139,12;178,79;183,3;140,12;162,5;159,82;-;178,79;167,04;171,7
09.01.2023;15:00;16:00;151,02;159,11;149,16;151,02;151,02;148,5;151,23;146,39;183;177,51;147,4;177,52;167,49;-;183;182,82;183
09.01.2023;16:00;17:00;161,96;168,34;161,26;161,96;161,96;161,21;162,04;156,85;184,79;189,11;158,08;179,82;174,66;-;184,79;181,05;184,47
09.01.2023;17:00;18:00;176,07;176,07;174,11;174,34;174,34;173,89;174,27;164,68;185,73;185,49;171,85;182,09;175,93;-;185,73;183,81;196,53
09.01.2023;18:00;19:00;182,18;179,64;182,18;182,18;182,18;182,18;182,18;163,34;182,18;182,18;172,51;182,72;182,18;-;182,18;182,18;182,18
09.01.2023;19:00;20:00;170,79;170,44;171;170,24;157,7;171,62;170,24;157,7;175,78;187,17;157,7;179,93;175,8;-;181,13;177,03;180,8
09.01.2023;20:00;21:00;160,51;158,81;160,86;160,51;145,07;161,21;160,51;145,07;164,22;172,79;145,07;167,34;164,22;-;174,99;165,17;167,99
09.01.2023;21:00;22:00;138,93;139,06;139,01;138,93;134,62;139,16;138,93;134,63;140,33;143,18;134,62;145,94;140,34;-;150;140,53;141,09
09.01.2023;22:00;23:00;132;124,15;132;132;83,84;132;132;128,11;132;133,54;83,84;144,32;132;-;134,3;132;132
09.01.2023;23:00;00:00;108,31;107,14;108,31;108,31;80,59;108,31;108,31;111,89;108,31;116,06;80,59;139,58;108,31;-;108,31;108,31;108,31
10.01.2023;00:00;01:00;106,02;109,49;106;106,02;106,02;105,98;106,01;109,3;105,98;133,76;76,05;143,22;106,1;-;105,98;105,6;106,36
10.01.2023;01:00;02:00;96,71;101,95;96,74;96,71;96,71;96,79;96,72;99,91;97,1;129,97;79,95;134,37;96,47;-;97,1;97,1;96,15
10.01.2023;02:00;03:00;95,14;100,01;95,22;95,14;95,14;95,31;95,15;98,18;95,98;128,58;78,82;128;94,63;-;95,98;95,98;93,88
10.01.2023;03:00;04:00;90,36;96,93;90,28;90,36;90,36;90,19;90,33;93,26;90,19;134,2;80,06;126,3;90,7;-;90,19;88,56;91,91
10.01.2023;04:00;05:00;95,61;100,65;95,6;95,61;95,61;95,6;95,61;99,91;95,6;128,07;83,16;126,69;95,64;-;95,6;95,46;95,74
10.01.2023;05:00;06:00;108,6;110,96;108,6;108,6;91,02;108,6;108,6;112,05;108,6;135,17;91,02;139,66;108,6;-;108,6;108,6;108,6
10.01.2023;06:00;07:00;138,13;139,98;138,35;138,13;134,81;138,84;138,13;132,65;141,6;152,39;134,81;147,27;142,77;-;177,78;143,39;145,81
10.01.2023;07:00;08:00;154,73;162,42;156;154,73;154,73;157,2;156;149,94;164,04;195,11;151,02;180,15;167,67;-;186,35;171,06;176,5
10.01.2023;08:00;09:00;165,33;178,8;187,78;165,33;165,33;181,67;220;160,53;170,1;195,05;161,36;185,33;174,33;-;230;183,06;183,06
10.01.2023;09:00;10:00;160,42;175,44;184,82;160,42;156,57;177,94;222;155,77;164,76;196,15;156,57;185,3;169,49;-;220;175,91;178,21
10.01.2023;10:00;11:00;154,73;162,99;158,93;154,73;151,02;158,58;163,52;149,94;166,51;194,83;151,02;178,61;165,16;-;196,11;167,8;174,24
10.01.2023;11:00;12:00;146,45;154,66;147,6;146,45;142,94;148,51;147,6;141,91;160,06;195,45;142,94;168,76;159,01;-;187,48;161,9;169,18
10.01.2023;12:00;13:00;141,22;151,15;141,96;141,22;140,07;143,13;141,25;140,07;156,11;195,11;140,07;168,71;154,99;-;180,01;158,18;166,19
10.01.2023;13:00;14:00;141,68;151,39;142,44;141,68;139,97;143,63;141,68;139,97;156,68;195,81;139,97;168;155,43;-;178,76;159,25;166,32
10.01.2023;14:00;15:00;145,41;154,14;145,66;145,41;141,92;146,48;145,41;141,19;159,33;196,02;141,92;174,02;158,23;-;185,37;161,69;168,38
10.01.2023;15:00;16:00;145,92;153,58;146,48;145,92;142,42;147,5;145,92;141,69;157,06;196,78;142,42;164,34;158,83;-;187,48;162,39;169,06
10.01.2023;16:00;17:00;140,5;150,75;141,45;140,11;139,31;143,16;140,11;139,31;153,97;199,06;139,31;164,92;157,59;-;196,11;159,33;166,3
10.01.2023;17:00;18:00;146,34;156,54;147,9;146,34;146,34;149,02;147,9;142,1;158,69;199,94;142,83;179,91;160,94;-;206,54;164,05;170,86
10.01.2023;18:00;19:00;140,45;152,16;144,74;138,8;137,08;144,74;144,74;137,08;153,23;198,41;137,08;182,6;155,24;-;196,11;161,16;167,74
10.01.2023;19:00;20:00;124,44;143,62;141,07;124,44;121,46;141,07;130,1;121,46;148,78;199,47;121,46;181,98;148,57;-;191;155,68;161,52
10.01.2023;20:00;21:00;106,15;132,19;124,84;106,15;105,64;124,84;122,81;109,13;138,5;195,04;105,64;184,71;136,78;-;185,22;142,16;151,32
10.01.2023;21:00;22:00;86,53;111,89;101,9;86,53;86,53;101,9;101,9;97,3;115,08;166,65;86,53;172,44;114,06;-;182,08;119,05;127,09
10.01.2023;22:00;23:00;81,3;100,78;83,36;81,3;79,35;85,85;82;83,91;108,73;159,56;79,35;160,97;104,18;-;175,08;115,12;116,28
10.01.2023;23:00;00:00;42,96;68,57;44,62;42,96;44,91;47,37;42,96;55,77;71,19;126,84;55,77;154,09;67,83;-;143;75,86;81,71
11.01.2023;00:00;01:00;5;42,18;5,64;5;42,03;7,41;5;42,03;21,62;121,42;42,03;152,29;19,48;-;128,14;23,94;27,83
11.01.2023;01:00;02:00;0,16;31,78;0,31;0,16;27,73;0,89;0;27,73;5,25;115,03;27,73;139,36;5,43;-;100;5,97;8,22
11.01.2023;02:00;03:00;0,08;29,4;0,27;0,08;25,17;1,15;-0,33;25,17;7,62;96,09;25,17;135,09;7,91;-;100;8,69;12,03
11.01.2023;03:00;04:00;0,01;26,86;-0,08;0,01;22,57;0,08;-0,23;22,57;2,26;92,42;22,57;131,38;1,96;-;100;2,21;3,02
11.01.2023;04:00;05:00;0,04;31,19;-1,04;0,04;25,49;0,08;0;25,49;22,95;92,38;25,49;137,09;15,15;-;105;22,95;22,95
11.01.2023;05:00;06:00;2,75;48,33;2,89;2,75;26,6;5,53;2,59;26,6;118,77;107,36;26,6;154,93;57;-;131;86,72;94,32
11.01.2023;06:00;07:00;57,88;89,96;60,01;57,88;48,54;64,37;57,31;61,81;165,01;128,05;48,54;184,16;113,9;-;190;148,43;170,24
11.01.2023;07:00;08:00;91,11;116,35;94,29;91,11;71,49;99,99;91,11;99,43;176,98;138,27;71,49;190,28;155,41;-;208,56;176,98;206,13
11.01.2023;08:00;09:00;127,44;137,99;141,99;127,44;72,71;142,35;163,58;119,12;181,99;149,9;72,71;180,1;166,02;-;226,25;188,82;215,03
11.01.2023;09:00;10:00;129,74;138,28;145,72;126,54;69,96;145,72;155,6;126,54;177,57;145,89;69,96;180,04;177,57;-;214;189,54;200,03
11.01.2023;10:00;11:00;131,71;133,24;133,22;127,63;68,89;135,46;131,78;127,63;178,96;148,86;68,89;183,07;161,21;-;208,53;185,92;185,92
11.01.2023;11:00;12:00;130,02;131,54;131,12;124,81;69,29;132,59;130,6;124,81;176,96;142,71;69,29;188,7;156,02;-;193,23;176,96;174,43
11.01.2023;12:00;13:00;117,47;126,76;119,16;117,47;68,86;121,71;117,82;116,99;177,45;147,62;68,86;180,56;157,83;-;180,77;178,21;177,45
11.01.2023;13:00;14:00;110,54;122,34;110,16;110,54;66,8;111,17;110,54;113,17;180,08;147,61;66,8;185,87;143,03;-;180,74;180,74;180,08
11.01.2023;14:00;15:00;115,74;125,85;115,66;115,74;69,52;116,81;115,74;115,74;178,92;148,92;69,52;189,97;147,84;-;190,5;190,5;190,5
11.01.2023;15:00;16:00;117,7;128,29;118,06;117,7;75,91;118,92;118,83;117,7;181,97;153,38;75,91;184,61;148,16;-;206,5;181,97;190,08
11.01.2023;16:00;17:00;119,2;138,2;120,81;119,2;119,2;122,49;120,81;119,2;184,3;158,86;116,34;185,89;153,11;-;226,11;200,1;206,59
11.01.2023;17:00;18:00;132,39;145,84;133,79;128,28;128,28;135,19;133,79;128,28;181,94;159,85;128,28;188,56;157,97;-;254,17;201,42;201,42
11.01.2023;18:00;19:00;132,88;141,41;133,87;128,76;106,48;134,95;133,87;128,76;180,1;156,72;106,48;190,31;155,22;-;217,78;184;184
11.01.2023;19:00;20:00;127,8;132,16;130,09;122,7;67,99;131,96;129,9;122,7;174,99;160,65;67,99;188,84;156;-;214,93;172,53;185,01
11.01.2023;20:00;21:00;114,56;125,32;117,35;114,56;65,16;119,26;118,53;114,56;169,99;157,62;65,16;190,14;146,14;-;206,5;163,65;176,99
11.01.2023;21:00;22:00;93,47;111,28;94,87;93,47;60,01;96,53;94,87;101,23;164,92;140,56;60,01;189,57;128,01;-;205;154,06;154,43
11.01.2023;22:00;23:00;91,71;107,16;92,5;91,71;49,91;94,22;92,03;94,64;163,98;138,14;49,91;187,89;123,78;-;194,5;146,36;159,57
11.01.2023;23:00;00:00;68,54;89,72;69,3;68,54;43,32;70,75;69,23;71,51;147,26;127,77;43,32;172,65;103,32;-;186,54;125,01;130,21
12.01.2023;00:00;01:00;19,88;65,21;28,92;19,88;19,88;37,79;21,74;70,81;161,96;102,08;19,88;157,37;77;-;160,72;130,13;141,4
12.01.2023;01:00;02:00;5,55;48;8,4;5,55;5,55;13,19;5,92;6,12;150,08;99,79;5,55;147,67;80,19;-;150,08;118,78;130,84
12.01.2023;02:00;03:00;4,69;44;6,74;4,69;4,69;10;5,66;14,72;131;99,44;4,69;141,24;61,15;-;131;99,13;106,62
12.01.2023;03:00;04:00;0,1;40,7;1,35;0,1;0,1;6,27;0,1;15,06;129,2;98,11;0,1;135,55;61,71;-;129,2;118,59;114,2
12.01.2023;04:00;05:00;2,03;44,22;3,72;2,73;2,73;7,6;2,73;39,91;129,27;97,83;2,73;137,15;60,01;-;133,5;107,09;108,07
12.01.2023;05:00;06:00;24,94;60,98;26,51;24,94;24,94;30,02;25,55;49,98;139,48;103,09;24,94;143,07;78,25;-;151,5;122,95;123,56
12.01.2023;06:00;07:00;85,72;102,75;87,33;85,72;36,01;91,12;85,72;91,83;174,38;125,05;36,01;184,95;132,12;-;180,1;180,1;180,25
12.01.2023;07:00;08:00;111,55;123,53;115,35;111,55;59,98;118,91;115,35;111,55;181,92;138,68;59,98;185,55;160;-;192;192;195,67
12.01.2023;08:00;09:00;106,83;126,84;119,43;106,83;65,18;120,99;138,6;108,17;189,94;140,56;65,18;185,15;155,22;-;223,51;221,95;217,8
12.01.2023;09:00;10:00;97,83;127,29;119,49;97,83;65,03;120;156,6;103,05;182,27;135,83;65,03;185,05;170,01;-;207,96;200,1;207,96
12.01.2023;10:00;11:00;84,74;116,42;102,84;99,81;66,3;102,84;110;102,79;178,92;113,08;66,3;184,91;152,78;-;189,99;189,99;195,07
12.01.2023;11:00;12:00;87,38;114,52;99,46;101,1;66,72;100,91;111,92;104,12;171,41;113,08;66,72;179,66;144,62;-;181,1;181,1;181,27
12.01.2023;12:00;13:00;75,88;111,73;90,47;100,19;66,6;91,28;106,7;103,18;174,62;113,08;66,6;179,09;137,25;-;174,62;174,62;177,6
12.01.2023;13:00;14:00;81,84;113,65;92,4;99,64;70,85;92,4;102,87;102,61;175,16;125,54;70,85;178,03;139,79;-;175,16;175,16;177,86
12.01.2023;14:00;15:00;88,2;117,14;100;100,77;73,76;100,68;110,24;103,78;179,5;131,11;73,76;179,89;135;-;179,5;179,5;179,5
12.01.2023;15:00;16:00;95,18;120,25;101,47;102,13;92,89;102,43;108,66;105,18;180,97;130,22;92,89;184,08;121,85;-;187,7;180,97;191,44
12.01.2023;16:00;17:00;99,08;121,91;101,91;101,43;96,7;102,3;107,91;104,45;180,97;140,82;96,7;185,04;122,77;-;198,08;198,08;229,32
12.01.2023;17:00;18:00;112,01;133,08;122,21;112,01;109,94;120,63;130;115,36;185,15;138,69;109,94;185,13;134,84;-;230,89;179,29;194,34
12.01.2023;18:00;19:00;119,49;139,42;137,37;119,49;116,62;132,89;144,5;119,49;186,1;128,02;116,62;185,48;147,05;-;200,15;181,2;192,52
12.01.2023;19:00;20:00;100,79;128,24;118,9;100,79;98,37;117,34;130;107,37;170,1;141,81;98,37;185,27;142,34;-;195,8;181,2;207,7
12.01.2023;20:00;21:00;99,35;122,51;114,96;99,35;74,08;115,71;131,14;102,32;170,1;137,18;74,08;185,13;143,58;-;185,5;183,36;220,02
12.01.2023;21:00;22:00;84,77;107,86;86,57;84,77;74,5;89,09;86;97,73;178,98;116,06;74,5;184,97;113,32;-;181,38;160,85;178,98
12.01.2023;22:00;23:00;70,43;97,83;74,51;70,43;66,84;76,8;74,1;86,28;170;107,38;66,84;180,28;102,7;-;177,5;152,76;169,03
12.01.2023;23:00;00:00;39,57;73,95;42,35;39,57;42,49;46,89;40,41;42,49;163,39;97,84;42,49;174,97;80,56;-;172,5;145,24;169,07
13.01.2023;00:00;01:00;32,64;65,71;33,81;32,64;32,64;36,58;32,92;40,65;139,02;95,48;32,64;158,74;87,74;-;172,34;110,29;117,4
13.01.2023;01:00;02:00;16,99;53,63;18,81;16,99;21,87;22,21;17,2;21,87;124;91,87;21,87;152,51;80,71;-;169,56;97,78;106,83
13.01.2023;02:00;03:00;9;46,99;11,92;9;16,54;15,39;10,43;16,54;119,93;77,8;16,54;136,76;85,99;-;169,42;91,72;98,73
13.01.2023;03:00;04:00;2,02;42,53;2,75;2,65;18,46;5,03;2,65;18,46;124,06;84,17;18,46;134,92;56,23;-;156,74;87,03;92,11
13.01.2023;04:00;05:00;2,61;45,81;3,44;3,35;24,82;5,98;3,35;24,82;139,08;75,75;24,82;135,32;63,2;-;163,5;97,67;103,34
13.01.2023;05:00;06:00;25,26;62,16;25,86;25,26;30,32;28,91;25,7;30,32;156,71;95,49;30,32;153,71;81,21;-;172,99;121,62;121,14
13.01.2023;06:00;07:00;54,74;86,19;55,87;54,74;56,09;58,92;55,5;58,13;170,1;102,28;56,09;179,33;101,03;-;185,01;145,02;137,75
13.01.2023;07:00;08:00;87,88;115,04;89,58;87,88;85,77;92,58;88,65;90,78;194,54;128,55;85,77;184,53;136,79;-;229,16;172,3;171,32
13.01.2023;08:00;09:00;105,95;127,15;109,99;105,95;95,6;111,33;112,43;108,83;197,99;136,38;95,6;183,43;141,12;-;295;181,58;180,73
13.01.2023;09:00;10:00;100,64;125,35;104,9;100,64;98,23;106,03;107,07;103,65;197,96;138,51;98,23;184,41;139,17;-;254,56;173,67;169,51
13.01.2023;10:00;11:00;94,85;117,8;96,91;94,85;92,58;98,74;97,1;98,1;172,67;138,51;92,58;185,1;128,68;-;206,24;153,82;153,5
13.01.2023;11:00;12:00;84,93;115,37;88,63;84,93;84,93;91,17;89,03;94,18;184,54;138,52;84,93;182,45;145,8;-;199,24;159,46;163,9
13.01.2023;12:00;13:00;76,53;111,27;78,88;76,53;76,53;82,89;76,77;92,24;185;148,42;76,53;182;148,22;-;185;159,17;166,98
13.01.2023;13:00;14:00;70,24;105,46;72,17;70,24;71,97;76,14;70,24;91,03;181,59;149,17;71,97;176,86;128,67;-;185;155,56;164,72
13.01.2023;14:00;15:00;73,55;105,96;75,11;73,55;75,36;77,96;74,23;90,79;179,66;147,2;75,36;176,84;119,46;-;188,23;153,18;159,92
13.01.2023;15:00;16:00;79,85;109,83;81,5;79,85;81,82;84,33;80,6;94,18;182,39;144,9;81,82;173,47;123,31;-;195,82;162,92;170,74
13.01.2023;16:00;17:00;85,31;115,42;87,58;85,31;85,31;90,14;87,58;97,86;196,87;142,23;85,31;182;129,47;-;210;174,75;187,99
13.01.2023;17:00;18:00;96,9;128,8;118,77;96,9;96,9;113,13;141,83;100;191,89;151,44;96,9;184,55;124,5;-;228,65;185,73;257,43
13.01.2023;18:00;19:00;96,97;134,46;133,8;96,97;96,2;128,08;155;100,07;171,8;149,19;96,2;182,37;169,35;-;207,43;191,88;254,74
13.01.2023;19:00;20:00;95,91;131,49;128,61;95,91;91,07;125,04;144,2;98,98;170;149,18;91,07;181,51;170,87;-;200;190,88;258,96
13.01.2023;20:00;21:00;84,94;124,43;119,07;84,94;84,94;119,07;121,77;95,53;169,34;137,24;84,94;178,94;172,98;-;188,23;178,8;204,83
13.01.2023;21:00;22:00;76,89;109,57;116,51;76,89;76,89;107,51;125,4;94,18;137,75;101,41;76,89;158,89;132,93;-;180;153,78;200,96
13.01.2023;22:00;23:00;76,51;108,98;124,06;76,51;76,51;110,37;120;96,78;124,08;102,05;76,51;156,95;135;-;175;130,2;143,79
13.01.2023;23:00;00:00;68,3;95,71;93,28;68,3;68,3;103,94;97,29;94,18;99,01;96,25;68,3;155,69;108,23;-;171,77;104,61;101,07
14.01.2023;00:00;01:00;25,68;90,26;76;25,68;49,71;80;135;103,21;118,48;86,04;49,71;158;111;-;157,8;131,42;157,61
14.01.2023;01:00;02:00;34,62;84,73;74,48;34,62;44,24;73,5;117,2;96,99;101,83;80,99;44,24;155,84;108,06;-;147,8;112,38;135,07
14.01.2023;02:00;03:00;44,7;79,13;68,26;44,7;45,41;65,91;98,67;91,63;95,27;70,32;45,41;153,72;91,18;-;141;105,94;129,9
14.01.2023;03:00;04:00;41,23;67,28;48,95;41,23;42,25;49,95;57,45;80,37;73,44;72,47;42,25;151,49;80,18;-;140,48;76,54;85,77
14.01.2023;04:00;05:00;40,7;60,43;42,86;40,7;41,7;45,37;40,85;42,2;67,03;72,19;41,7;150,07;80,01;-;145,16;68,94;76,24
14.01.2023;05:00;06:00;40,68;62,69;42,5;40,68;41,68;45;41,02;42,38;79,67;80,44;41,68;154,56;80,01;-;150;76,78;80,75
14.01.2023;06:00;07:00;45,1;69,15;46,1;45,1;45,1;48,23;45,1;46,59;108,09;94,17;45,1;157,8;79,3;-;167,91;96,38;99,56
14.01.2023;07:00;08:00;53,14;81,58;54,9;53,4;53,4;59,39;54,9;79,96;124,09;96,86;53,4;155,74;111,39;-;178,78;120,26;129,59
14.01.2023;08:00;09:00;52,34;85,19;60,65;53,63;53,63;60,65;77,15;86,34;139,07;97,51;53,63;161,07;93,71;-;180,2;128,77;121,6
14.01.2023;09:00;10:00;54,16;93,56;69,68;56,89;56,89;68,71;100,1;96,78;139,07;97,51;56,89;162,25;124,4;-;179,85;139,07;147,48
14.01.2023;10:00;11:00;50,47;92,06;68;66,72;66,72;63,99;96,73;99,93;139,07;97,51;66,72;161,1;86,19;-;167,91;115,95;113,68
14.01.2023;11:00;12:00;55,01;94,55;72,53;65,56;65,56;69,55;99,2;102,48;139,1;102,11;65,56;161,13;97,24;-;156;120,63;122,23
14.01.2023;12:00;13:00;48,91;94,27;68,27;65,39;65,39;67,64;104,97;101,61;136,54;97,51;65,39;155,89;108,38;-;125,91;125,91;133,09
14.01.2023;13:00;14:00;25,25;87,11;46,9;62,69;62,69;46,9;93,86;96,97;138,54;102,31;62,69;153,95;90,66;-;120;120;127,94
14.01.2023;14:00;15:00;13,42;86,91;50,91;42,15;66,96;47,13;93,85;96,96;139,05;102,11;66,96;155,89;94,05;-;135,85;135,85;139,05
14.01.2023;15:00;16:00;9,05;86,24;37,86;19,92;73,97;37,86;100;96,95;165;102,1;73,97;163,83;77,18;-;165;165;187,94
14.01.2023;16:00;17:00;9,04;87,07;42,97;9,04;75,91;42,97;100;99,98;139,08;102,1;75,91;170,25;99,51;-;175,17;175,17;323,26
14.01.2023;17:00;18:00;11,04;98,41;62,33;11,04;73,63;56,46;134,26;102,54;171,09;112,86;73,63;170,53;114,19;-;182,71;178,5;210,03
14.01.2023;18:00;19:00;13,69;100,49;68,56;13,69;69,51;64,5;144,2;104,21;145,55;102,11;69,51;182,36;141,21;-;180,2;173,2;216,7
14.01.2023;19:00;20:00;6,84;94,14;69,78;6,84;62,71;69,78;127;103,25;139,1;97,51;62,71;179,89;117,01;-;185;184,82;297,84
14.01.2023;20:00;21:00;9,03;89,77;62,1;9,03;51,53;54,52;143,51;100,21;114,87;97,51;51,53;179,05;123,64;-;180,1;126,79;154,74
14.01.2023;21:00;22:00;9,07;74,76;48,07;9,07;43,68;45;99,37;96,19;74,41;96,91;43,68;161,01;105;-;178,69;82,2;90,9
14.01.2023;22:00;23:00;5,9;74,9;46,27;5,9;40,05;44,2;93,42;90,43;100,09;85,06;40,05;161,02;117,43;-;170,48;100,09;117,43
14.01.2023;23:00;00:00;5,19;60,08;36,07;5,19;35,32;35;69,1;66,89;77,18;70,35;35,32;153,31;77,18;-;167,91;74,96;78,94
15.01.2023;00:00;01:00;3,94;41,8;28,7;3,94;27,4;25;60,01;58,09;21,63;27,4;27,4;154,98;25,24;-;155,6;23,07;24,36
15.01.2023;01:00;02:00;1,71;36,02;16,62;1,71;27,23;17,08;29,4;27,23;27,89;27,23;27,23;148,75;45,86;-;146,3;28,9;32,68
15.01.2023;02:00;03:00;4,1;30,66;14,98;4,1;24,28;13,94;27,93;24,28;16,81;24,52;24,28;141,01;21,12;-;137,06;17,83;19,95
15.01.2023;03:00;04:00;2,65;21,15;4,46;2,65;13;4,16;6,94;13;5,86;24,54;13;139,61;5,42;-;130;6,37;7,53
15.01.2023;04:00;05:00;2,87;19,01;2,99;2,87;7,98;3,1;2,93;7,98;4,31;24,55;7,98;140,25;4,18;-;130,6;4,56;5,19
15.01.2023;05:00;06:00;4,01;18,58;4,09;4,01;4,85;4,16;4,05;4,85;4,71;28,55;4,85;135,01;5,27;-;130;4,73;4,89
